Date,Customer_ID,Transaction_ID,SKU_Category,SKU,Quantity,Sales_Amount,Month,DayOfWeek,is_outlier
2016-07-11,1522,34105,J4R,AYAJU,2.0,8.02,2016-07,Monday,False
2016-07-11,1522,34105,U5F,4X8P4,1.0,5.19,2016-07,Monday,False
2016-09-19,13395,44850,J4R,JA5K8,1.0,5.35,2016-09,Monday,False
2016-09-19,13395,44850,R6E,8RAX7,1.0,15.0,2016-09,Monday,False
2016-09-19,12685,44851,C3R,BCX6N,1.0,21.81,2016-09,Monday,False
2016-09-19,15785,44852,N8U,QGK3S,1.0,5.69,2016-09,Monday,False
2016-09-19,15785,44852,OXH,69PF4,1.0,6.75,2016-09,Monday,False
2016-09-19,15785,44852,EKM,CDW3A,2.0,19.8,2016-09,Monday,False
2016-09-19,15785,44852,FU5,U26S2,1.0,7.25,2016-09,Monday,False
2016-09-19,15785,44852,LPF,DP4O9,1.0,16.56,2016-09,Monday,False
2016-09-19,12684,44853,R6E,LPXKP,1.0,5.59,2016-09,Monday,False
2016-09-19,12684,44853,29A,KOF7U,1.0,6.44,2016-09,Monday,False
2016-09-19,15188,44854,29A,RBNO8,1.0,10.02,2016-09,Monday,False
2016-09-19,11521,44855,N8U,0WB9Z,1.0,4.57,2016-09,Monday,False
2016-09-19,11521,44855,P42,OV1P9,2.0,12.13,2016-09,Monday,False
2016-09-19,11521,44855,XG4,E4ADC,1.0,1.56,2016-09,Monday,False
2016-09-19,11521,44855,JI5,HMOXE,10.0,3.27,2016-09,Monday,False
2016-09-19,11521,44855,1L6,RFE5X,1.0,20.25,2016-09,Monday,False
2016-07-11,19857,34106,N8U,0WB9Z,1.0,4.57,2016-07,Monday,False
2016-07-11,19857,34106,8H8,VKMQ4,1.0,2.78,2016-07,Monday,False
2016-07-11,19857,34106,X52,F9JVE,1.0,3.74,2016-07,Monday,False
2016-09-19,13428,44856,FZT,LG4D4,1.0,8.18,2016-09,Monday,False
2016-09-19,14174,44857,XG4,SW800,1.0,5.87,2016-09,Monday,False
2016-09-19,7562,44858,N8U,QM3C8,1.0,5.87,2016-09,Monday,False
2016-09-19,7562,44858,SFC,AM6EH,3.0,5.75,2016-09,Monday,False
2016-09-19,15975,44859,6BZ,GA7VI,2.0,198.7,2016-09,Monday,True
2016-09-19,15975,44859,OXH,QL9HE,1.0,64.44,2016-09,Monday,False
2016-09-19,15975,44859,OQA,DWJC4,1.0,12.87,2016-09,Monday,False
2016-09-19,14814,44860,NTA,3OY4K,1.0,5.37,2016-09,Monday,False
2016-09-19,14814,44860,N8U,X05XH,2.0,11.94,2016-09,Monday,False
2016-09-19,14814,44860,IEV,3PWIY,2.0,13.42,2016-09,Monday,False
2016-09-19,14814,44860,69K,XW3IQ,1.0,22.27,2016-09,Monday,False
2016-09-19,14814,44860,LPF,9M8OH,1.0,2.97,2016-09,Monday,False
2016-09-19,12424,44861,1VL,EHQA2,1.0,38.98,2016-09,Monday,False
2016-09-19,12424,44861,RML,WN5M8,2.0,16.66,2016-09,Monday,False
2016-09-19,14909,44862,0KX,2MQGD,1.0,1.62,2016-09,Monday,False
2016-09-19,18696,44863,8HU,X59YE,1.0,17.54,2016-09,Monday,False
2016-09-19,11540,44864,X52,1W8E0,1.0,7.85,2016-09,Monday,False
2016-09-19,11540,44864,OBD,69A7P,1.0,9.46,2016-09,Monday,False
2016-09-19,1683,44865,FEW,COV0L,1.0,9.84,2016-09,Monday,False
2016-09-19,1683,44866,R6E,KS95Q,3.0,10.15,2016-09,Monday,False
2016-09-19,14509,44867,AEB,JVRR6,1.0,0.96,2016-09,Monday,False
2016-09-19,18830,44868,P42,SWPY7,1.0,4.57,2016-09,Monday,False
2016-09-19,12929,44869,FEW,CCC6P,1.0,12.08,2016-09,Monday,False
2016-09-19,12929,44869,R6E,4R4F9,1.0,5.79,2016-09,Monday,False
2016-07-11,2182,34107,0WT,FQMAZ,1.0,5.18,2016-07,Monday,False
2016-09-19,12546,44870,U5F,58LSB,1.0,1.65,2016-09,Monday,False
2016-09-19,12546,44870,8HU,OOJH8,1.0,3.29,2016-09,Monday,False
2016-09-19,12546,44870,8HU,5XGAJ,1.0,5.64,2016-09,Monday,False
2016-09-19,12546,44870,U5F,9KT5R,1.0,2.37,2016-09,Monday,False
2016-09-19,18341,44871,XG4,E4ADC,1.0,1.56,2016-09,Monday,False
2016-09-19,18341,44871,H1H,3CLNY,5.0,2.46,2016-09,Monday,False
2016-09-19,18341,44871,H1H,DRZQK,5.0,1.64,2016-09,Monday,False
2016-09-19,18341,44871,H1H,7NP6T,5.0,1.44,2016-09,Monday,False
2016-09-19,11970,44872,LSD,QD4DC,1.0,2.37,2016-09,Monday,False
2016-09-19,17151,44873,QCG,M4TM4,1.0,11.04,2016-09,Monday,False
2016-09-19,17151,44873,N8U,EMJ1S,1.0,3.41,2016-09,Monday,False
2016-09-19,5082,44874,9ZX,B87MU,1.0,25.18,2016-09,Monday,False
2016-09-19,5082,44874,J4R,AODV3,1.0,4.37,2016-09,Monday,False
2016-09-19,5082,44874,LPF,L99BG,1.0,7.83,2016-09,Monday,False
2016-09-19,5082,44874,U5F,4X8P4,1.0,5.19,2016-09,Monday,False
2016-07-11,13463,34108,FWN,WLUDY,1.0,19.8,2016-07,Monday,False
2016-09-19,14368,44875,29A,A59HR,1.0,3.24,2016-09,Monday,False
2016-09-19,5626,44876,1VL,GB05L,1.0,4.23,2016-09,Monday,False
2016-09-19,5626,44876,2K4,YS9IS,1.0,7.85,2016-09,Monday,False
2016-09-19,13621,44877,P42,OV1P9,1.0,6.07,2016-09,Monday,False
2016-09-19,13621,44877,HVP,PQHSC,1.0,8.12,2016-09,Monday,False
2016-09-19,13621,44877,0H2,ZVTO4,1.0,4.57,2016-09,Monday,False
2016-09-19,14826,44878,Z23,4Z91P,1.0,3.94,2016-09,Monday,False
2016-09-19,14826,44878,LSD,9R1GN,1.0,8.14,2016-09,Monday,False
2016-09-19,15306,44879,Q4N,GZOZ6,1.0,9.31,2016-09,Monday,False
2016-09-19,15306,44879,Q4N,NRIGH,1.0,9.93,2016-09,Monday,False
2016-09-19,809,44880,L9F,IPQP5,1.0,12.93,2016-09,Monday,False
2016-09-19,22001,44881,XG4,ZSVWE,1.0,6.75,2016-09,Monday,False
2016-09-19,22001,44881,Q4N,GZOZ6,1.0,9.31,2016-09,Monday,False
2016-07-11,20838,34109,4Y8,0ZL4S,3.0,12.2,2016-07,Monday,False
2016-07-11,20838,34109,4Y8,UFXA9,3.0,25.41,2016-07,Monday,False
2016-09-19,1703,44882,R6E,KS95Q,1.0,5.07,2016-09,Monday,False
2016-09-19,11042,44883,FU5,O1OPL,1.0,4.4,2016-09,Monday,False
2016-09-19,3901,44884,QCG,DJ7YG,2.0,24.38,2016-09,Monday,False
2016-07-11,12070,34110,P42,OV1P9,1.0,7.43,2016-07,Monday,False
2016-09-19,15057,44885,LSD,QD4DC,1.0,2.37,2016-09,Monday,False
2016-09-19,15057,44885,6KO,AR7N1,2.0,9.82,2016-09,Monday,False
2016-09-19,15057,44885,PA3,BO3SH,1.0,6.96,2016-09,Monday,False
2016-09-19,15057,44885,U5F,CY14Q,1.0,1.88,2016-09,Monday,False
2016-09-19,15057,44886,6KO,AR7N1,4.0,19.63,2016-09,Monday,False
2016-09-19,15057,44886,PA3,BO3SH,2.0,13.9,2016-09,Monday,False
2016-09-19,838,44887,H15,BFP8N,1.0,3.25,2016-09,Monday,False
2016-09-19,11856,44888,F9B,OL9U3,1.0,15.88,2016-09,Monday,False
2016-09-19,17073,44889,R6E,DUV2Y,1.0,8.13,2016-09,Monday,False
2016-09-19,2593,44890,29A,PO1N6,1.0,7.86,2016-09,Monday,False
2016-09-19,16731,44891,8HU,2VWI7,2.0,41.3,2016-09,Monday,False
2016-09-19,11087,44892,1VL,GB05L,1.0,4.23,2016-09,Monday,False
2016-09-19,11087,44892,MOE,YUQMQ,1.0,4.43,2016-09,Monday,False
2016-09-19,17903,44893,OXH,JPNAY,2.0,13.61,2016-09,Monday,False
2016-09-19,17104,44894,XG4,ZSVWE,1.0,6.75,2016-09,Monday,False
2016-09-19,17679,44895,29A,A59HR,1.0,3.24,2016-09,Monday,False
2016-09-19,18708,44896,N8U,UNJKW,1.0,1.84,2016-09,Monday,False
2016-09-19,18708,44896,N8U,EMJ1S,1.0,3.41,2016-09,Monday,False
2016-09-19,5065,44897,LRR,U8PIH,1.0,54.48,2016-09,Monday,False
2016-09-19,16976,44898,XG4,NZY1K,1.0,4.77,2016-09,Monday,False
2016-09-19,16976,44898,X52,GZN4P,2.0,6.84,2016-09,Monday,False
2016-09-19,11486,44899,EKM,Q9G2U,2.0,5.93,2016-09,Monday,False
2016-09-19,16976,44900,HVP,AHCKE,1.0,9.35,2016-09,Monday,False
2016-09-19,21466,44901,0H2,CZUZX,1.0,6.35,2016-09,Monday,False
2016-09-19,21466,44901,0H2,JXPYA,1.0,2.59,2016-09,Monday,False
2016-09-19,11635,44902,C8Z,OOCC1,1.0,41.62,2016-09,Monday,False
2016-09-19,10107,44903,1VL,LEYMS,1.0,11.0,2016-09,Monday,False
2016-09-19,10107,44903,1EO,0SQIM,1.0,3.38,2016-09,Monday,False
2016-09-19,10107,44903,RML,CDAEY,1.0,8.29,2016-09,Monday,False
2016-09-19,10107,44903,0H2,ZVTO4,1.0,4.57,2016-09,Monday,False
2016-09-19,10944,44904,PZW,BEM9N,1.0,4.88,2016-09,Monday,False
2016-09-19,16755,44905,P42,5DCXM,1.0,2.25,2016-09,Monday,False
2016-09-19,16755,44905,N8U,H87RV,1.0,2.68,2016-09,Monday,False
2016-09-19,16755,44905,R6E,KS95Q,1.0,4.38,2016-09,Monday,False
2016-09-19,16755,44905,R6E,7EBAG,1.0,3.25,2016-09,Monday,False
2016-09-19,16755,44905,JPI,F3I5K,1.0,0.62,2016-09,Monday,False
2016-09-19,16755,44905,JPI,S4HQP,1.0,0.94,2016-09,Monday,False
2016-09-19,16755,44905,29A,758FK,1.0,4.37,2016-09,Monday,False
2016-07-11,13780,34111,0H2,CZUZX,1.0,6.35,2016-07,Monday,False
2016-09-19,14792,44906,N8U,QM3C8,1.0,5.87,2016-09,Monday,False
2016-07-11,20414,34112,GVG,ACCJL,1.0,28.93,2016-07,Monday,False
2016-09-19,5634,44907,N8U,14V9T,1.0,3.41,2016-09,Monday,False
2016-09-19,5634,44907,H15,Y6DHV,1.0,7.02,2016-09,Monday,False
2016-09-19,5634,44907,P42,5DCXM,1.0,4.5,2016-09,Monday,False
2016-09-19,5634,44907,YMJ,7ZDL5,1.0,7.15,2016-09,Monday,False
2016-09-19,12684,44908,ILF,519IW,1.0,41.7,2016-09,Monday,False
2016-09-19,12684,44908,FDS,HKLEU,1.0,6.99,2016-09,Monday,False
2016-09-19,20978,44909,N5F,I4826,1.0,22.61,2016-09,Monday,False
2016-09-19,20978,44909,N5F,WQ7CB,1.0,9.99,2016-09,Monday,False
2016-09-19,21634,44910,N8U,QM3C8,1.0,5.87,2016-09,Monday,False
2016-09-19,16177,44911,N8U,ZDSYK,1.0,2.17,2016-09,Monday,False
2016-09-19,16177,44911,OBD,H77NJ,1.0,35.92,2016-09,Monday,False
2016-07-11,9694,34113,H15,E3PAN,1.0,10.71,2016-07,Monday,False
2016-07-11,9694,34113,N8U,ZDSYK,1.0,2.17,2016-07,Monday,False
2016-07-11,9694,34113,N8U,UNJKW,1.0,2.11,2016-07,Monday,False
2016-09-19,11987,44912,U5F,3AIM5,1.0,1.94,2016-09,Monday,False
2016-09-19,11987,44912,8HU,20XCP,1.0,15.83,2016-09,Monday,False
2016-09-19,15490,44913,A38,MLDO2,1.0,8.18,2016-09,Monday,False
2016-09-19,15490,44913,69K,KSC1E,1.0,8.56,2016-09,Monday,False
2016-09-19,15490,44913,0H2,ZVTO4,1.0,4.57,2016-09,Monday,False
2016-09-19,12858,44914,XG4,M24EZ,1.0,55.24,2016-09,Monday,False
2016-09-19,17683,44915,PBV,6L4GO,0.33,14.52,2016-09,Monday,False
2016-07-11,13573,34114,QCG,NPV8G,1.0,6.27,2016-07,Monday,False
2016-07-11,13573,34114,H15,E3PAN,1.0,10.71,2016-07,Monday,False
2016-07-11,13573,34114,2ML,3SZO0,1.0,7.5,2016-07,Monday,False
2016-09-19,19780,44916,FEW,JJ9FT,1.0,5.79,2016-09,Monday,False
2016-09-19,19780,44916,N8U,TM13J,1.0,1.02,2016-09,Monday,False
2016-09-19,9679,44917,H15,E3PAN,1.0,10.71,2016-09,Monday,False
2016-09-19,10982,44918,VQD,NDCX9,1.0,2.84,2016-09,Monday,False
2016-09-19,10982,44918,P42,7Y2WS,1.0,4.02,2016-09,Monday,False
2016-09-19,10982,44918,0H2,9STQJ,1.0,8.87,2016-09,Monday,False
2016-09-19,10982,44918,H15,15PXV,1.0,6.75,2016-09,Monday,False
2016-09-19,10982,44918,R6E,4R4F9,1.0,5.79,2016-09,Monday,False
2016-09-19,10982,44918,U5F,2SVKS,2.0,4.43,2016-09,Monday,False
2016-09-19,10982,44918,N8U,UNJKW,1.0,1.84,2016-09,Monday,False
2016-09-19,10982,44918,OBD,3GW4X,2.0,9.57,2016-09,Monday,False
2016-09-19,10982,44918,LSD,9R1GN,1.0,8.14,2016-09,Monday,False
2016-09-19,21539,44919,PKN,5XIL0,1.0,6.18,2016-09,Monday,False
2016-09-19,20962,44920,H15,EWCRO,1.0,9.62,2016-09,Monday,False
2016-09-19,20962,44920,H15,XC8GZ,1.0,3.96,2016-09,Monday,False
2016-09-19,20962,44920,4ZE,QBGOD,1.0,0.08,2016-09,Monday,False
2016-09-19,18761,44921,H8O,3CEPQ,2.0,5.43,2016-09,Monday,False
2016-09-19,10813,44922,JKC,JH3J9,1.0,32.31,2016-09,Monday,False
2016-09-19,12060,44923,YMJ,PX1F5,1.0,7.63,2016-09,Monday,False
2016-09-19,12060,44923,R6E,DLFQW,1.0,4.98,2016-09,Monday,False
2016-09-19,20088,44924,JPI,Y8N00,1.0,0.88,2016-09,Monday,False
2016-09-19,14624,44925,C8Z,J0ECX,1.0,18.87,2016-09,Monday,False
2016-09-19,13389,44926,AEB,Z48EN,1.0,3.27,2016-09,Monday,False
2016-09-19,20189,44927,XAE,7TUN3,1.0,9.4,2016-09,Monday,False
2016-09-19,20189,44927,LGI,ZHUS2,1.0,1.82,2016-09,Monday,False
2016-09-19,1670,44928,TW8,REK81,1.0,1.34,2016-09,Monday,False
2016-09-19,1670,44928,SFC,DD8L6,1.0,1.26,2016-09,Monday,False
2016-09-19,1670,44928,DMA,SVH3D,1.0,6.06,2016-09,Monday,False
2016-09-19,19733,44929,J4R,N9B79,1.0,3.44,2016-09,Monday,False
2016-09-19,19733,44929,29A,A59HR,2.0,3.24,2016-09,Monday,False
2016-09-19,19733,44929,JPI,W3Q7V,1.0,3.88,2016-09,Monday,False
2016-09-19,19733,44929,Q4N,9TF6B,1.0,4.98,2016-09,Monday,False
2016-09-19,2984,44930,R6E,4R4F9,1.0,5.79,2016-09,Monday,False
2016-09-19,2984,44930,P42,9XBLL,1.0,9.35,2016-09,Monday,False
2016-09-19,2984,44930,P42,6RXA9,1.0,5.62,2016-09,Monday,False
2016-09-20,18719,44931,N8U,UNJKW,2.0,3.68,2016-09,Tuesday,False
2016-09-20,16884,44932,BZU,AB7EN,1.0,3.74,2016-09,Tuesday,False
2016-09-20,12162,44933,JPI,6D9BT,10.0,9.4,2016-09,Tuesday,False
2016-07-11,20837,34115,U5F,UHKW8,1.0,1.72,2016-07,Monday,False
2016-07-11,20837,34115,8HU,4L6WG,1.0,3.46,2016-07,Monday,False
2016-09-20,12697,44934,R6E,4R4F9,1.0,5.79,2016-09,Tuesday,False
2016-09-20,10026,44935,FZT,7MUJ1,2.0,8.32,2016-09,Tuesday,False
2016-09-20,10026,44935,N8U,9J5RX,1.0,7.02,2016-09,Tuesday,False
2016-09-20,10026,44935,N8U,M6J9W,1.0,7.43,2016-09,Tuesday,False
2016-09-20,15979,44936,X52,QLA1L,1.0,5.59,2016-09,Tuesday,False
2016-09-20,15979,44936,X52,GZN4P,1.0,3.42,2016-09,Tuesday,False
2016-09-20,12817,44937,OBD,FC669,3.0,26.46,2016-09,Tuesday,False
2016-09-20,16981,44938,QLB,M3SY1,1.0,7.35,2016-09,Tuesday,False
2016-09-20,13402,44939,8HU,U1GN5,1.0,14.36,2016-09,Tuesday,False
2016-09-20,13402,44939,OXH,AGKFU,1.0,55.43,2016-09,Tuesday,False
2016-09-20,13402,44939,LPF,5S43J,1.0,11.48,2016-09,Tuesday,False
2016-09-20,13402,44939,IEV,L6Q95,1.0,2.33,2016-09,Tuesday,False
2016-09-20,15167,44940,FEW,TMW2A,1.0,11.75,2016-09,Tuesday,False
2016-09-20,15478,44941,J4R,A9P11,1.0,6.92,2016-09,Tuesday,False
2016-09-20,15478,44941,A38,F3M35,1.0,9.63,2016-09,Tuesday,False
2016-09-20,15478,44941,FUA,DE4Z0,1.0,9.0,2016-09,Tuesday,False
2016-09-20,16809,44942,FZT,839RU,1.0,2.39,2016-09,Tuesday,False
2016-09-20,16809,44942,Q4N,VASOK,2.0,3.36,2016-09,Tuesday,False
2016-09-20,10750,44943,JKC,0TLU5,1.0,1.06,2016-09,Tuesday,False
2016-09-20,17563,44944,Q4N,E6BDF,1.0,12.21,2016-09,Tuesday,False
2016-09-20,12906,44945,H15,BKO3J,1.0,10.37,2016-09,Tuesday,False
2016-09-20,12906,44945,YMJ,U6GWD,1.0,12.35,2016-09,Tuesday,False
2016-09-20,12906,44945,P42,7YOPV,1.0,5.66,2016-09,Tuesday,False
2016-07-11,17116,34116,R6E,XQBTK,1.0,2.43,2016-07,Monday,False
2016-09-20,20390,44946,8HU,GU9QE,1.0,3.9,2016-09,Tuesday,False
2016-09-20,20390,44946,8HU,OOJH8,1.0,3.29,2016-09,Tuesday,False
2016-09-20,10050,44947,QLB,M3SY1,1.0,7.35,2016-09,Tuesday,False
2016-09-20,10050,44947,QLB,JWDNL,1.0,6.13,2016-09,Tuesday,False
2016-09-20,18448,44948,N8U,85WDI,2.0,2.39,2016-09,Tuesday,False
2016-09-20,18448,44948,N8U,H87RV,1.0,5.38,2016-09,Tuesday,False
2016-09-20,18448,44948,TW8,9I2RL,1.0,2.43,2016-09,Tuesday,False
2016-09-20,13221,44949,Q4N,HTSTD,1.0,23.59,2016-09,Tuesday,False
2016-09-20,17985,44950,SJS,2GC0V,2.0,66.3,2016-09,Tuesday,False
2016-09-20,17985,44950,SJS,2M33U,1.0,124.68,2016-09,Tuesday,True
2016-09-20,17985,44950,OXH,SU1WQ,2.0,30.93,2016-09,Tuesday,False
2016-09-20,12443,44951,JKC,6GQQF,1.0,6.12,2016-09,Tuesday,False
2016-09-20,12443,44951,JKC,0TLU5,1.0,1.06,2016-09,Tuesday,False
2016-09-20,19955,44952,N8U,FUPBO,1.0,7.29,2016-09,Tuesday,False
2016-09-20,22213,44953,DJI,DSVWH,1.0,20.05,2016-09,Tuesday,False
2016-09-20,15700,44954,N8U,COWU2,1.0,4.57,2016-09,Tuesday,False
2016-09-20,12532,44955,N8U,14V9T,1.0,3.41,2016-09,Tuesday,False
2016-09-20,12532,44955,N8U,UNJKW,1.0,1.84,2016-09,Tuesday,False
2016-09-20,12937,44956,JB0,9FK9X,2.0,20.27,2016-09,Tuesday,False
2016-09-20,10081,44957,N8U,UQC6F,1.0,1.77,2016-09,Tuesday,False
2016-09-20,18540,44958,8HU,FQYCX,1.0,7.27,2016-09,Tuesday,False
2016-09-20,18540,44958,69K,Z1G08,3.0,13.29,2016-09,Tuesday,False
2016-09-20,18540,44958,GGP,FR282,2.0,8.6,2016-09,Tuesday,False
2016-09-20,18540,44958,EKM,CDW3A,1.0,9.9,2016-09,Tuesday,False
2016-09-20,18540,44958,FU5,MDM2U,3.0,3.56,2016-09,Tuesday,False
2016-09-20,18540,44958,6BZ,3YDVF,1.0,31.77,2016-09,Tuesday,False
2016-07-11,11463,34117,69K,Z1G08,1.0,4.43,2016-07,Monday,False
2016-07-11,11463,34117,6BZ,JO2C3,1.0,16.8,2016-07,Monday,False
2016-07-11,11463,34117,MOE,VCQMD,1.0,4.26,2016-07,Monday,False
2016-07-11,11463,34117,EKM,CDW3A,1.0,9.9,2016-07,Monday,False
2016-07-11,11463,34117,OXH,0OZBT,1.0,8.67,2016-07,Monday,False
2016-07-11,11463,34117,IEV,HSQGZ,2.0,5.03,2016-07,Monday,False
2016-07-11,11463,34117,1VL,FY0RL,1.0,19.5,2016-07,Monday,False
2016-07-11,11463,34117,OQA,DWJC4,1.0,12.87,2016-07,Monday,False
2016-07-11,11463,34117,01F,3OWR9,1.0,100.38,2016-07,Monday,True
2016-07-11,11463,34117,9ZX,LJ26I,3.0,64.97,2016-07,Monday,False
2016-07-11,11463,34117,OXH,4MO0M,1.0,13.79,2016-07,Monday,False
2016-07-11,11463,34117,01F,9MLCO,1.0,62.27,2016-07,Monday,False
2016-07-11,11463,34117,EKM,W14J3,2.0,5.29,2016-07,Monday,False
2016-09-20,16127,44959,MOE,VCQMD,1.0,4.26,2016-09,Tuesday,False
2016-09-20,13407,44960,NTA,C6TXL,1.0,4.5,2016-09,Tuesday,False
2016-09-20,13407,44960,8HU,YRULF,1.0,6.81,2016-09,Tuesday,False
2016-09-20,13407,44960,EKM,ML051,1.0,29.04,2016-09,Tuesday,False
2016-09-20,13407,44960,FU5,MDM2U,1.0,1.19,2016-09,Tuesday,False
2016-09-20,13407,44960,TZB,D0DLN,1.0,4.41,2016-09,Tuesday,False
2016-09-20,13407,44960,LPF,8BN10,1.0,8.73,2016-09,Tuesday,False
2016-09-20,13407,44960,OXH,HYDRJ,1.0,8.29,2016-09,Tuesday,False
2016-09-20,13407,44960,QCG,GLSK6,1.0,24.67,2016-09,Tuesday,False
2016-09-20,15801,44961,QCG,M4TM4,1.0,11.04,2016-09,Tuesday,False
2016-09-20,12698,44962,H15,15PXV,1.0,6.75,2016-09,Tuesday,False
2016-09-20,12698,44962,N8U,UNJKW,1.0,1.84,2016-09,Tuesday,False
2016-09-20,18511,44963,M7X,2WKBS,2.0,30.3,2016-09,Tuesday,False
2016-09-20,18511,44963,OXH,CW8KG,2.0,22.58,2016-09,Tuesday,False
2016-09-20,12165,44964,Z23,87I99,1.0,6.23,2016-09,Tuesday,False
2016-09-20,12165,44964,CQK,24PXE,2.0,22.5,2016-09,Tuesday,False
2016-09-20,12165,44964,1VL,83L3A,3.0,15.02,2016-09,Tuesday,False
2016-09-20,12165,44964,1VL,OVUQX,1.0,17.84,2016-09,Tuesday,False
2016-09-20,19408,44965,7C6,4J10Q,2.0,8.8,2016-09,Tuesday,False
2016-09-20,16770,44966,R6E,UN0SI,1.0,2.19,2016-09,Tuesday,False
2016-09-20,15603,44967,H15,15PXV,1.0,6.75,2016-09,Tuesday,False
2016-09-20,15603,44967,N8U,M6J9W,1.0,7.43,2016-09,Tuesday,False
2016-09-20,10080,44968,R6E,EVU5M,1.0,6.87,2016-09,Tuesday,False
2016-09-20,10080,44968,C8Z,5FESW,1.0,14.43,2016-09,Tuesday,False
2016-09-20,12926,44969,QCG,V8L6W,1.0,3.82,2016-09,Tuesday,False
2016-09-20,12926,44969,8HU,4L6WG,4.0,13.86,2016-09,Tuesday,False
2016-09-20,12926,44969,Q4N,MRE4J,2.0,6.82,2016-09,Tuesday,False
2016-09-20,12926,44969,X52,MYQAP,1.0,12.33,2016-09,Tuesday,False
2016-09-20,12926,44969,XG4,IOEO6,1.0,7.15,2016-09,Tuesday,False
2016-09-20,16830,44970,HVP,UU8XY,1.0,7.44,2016-09,Tuesday,False
2016-09-20,19891,44971,29A,RBNO8,2.0,20.04,2016-09,Tuesday,False
2016-09-20,11842,44972,JB0,ZKTCW,1.0,12.08,2016-09,Tuesday,False
2016-09-20,12682,44973,P42,SWPY7,1.0,4.57,2016-09,Tuesday,False
2016-09-20,12682,44973,1L6,4U3XP,1.0,12.48,2016-09,Tuesday,False
2016-09-20,11176,44974,NTA,3OY4K,1.0,5.37,2016-09,Tuesday,False
2016-09-20,11176,44974,N8U,QGK3S,1.0,5.69,2016-09,Tuesday,False
2016-09-20,11176,44974,FDS,HKLEU,2.0,13.98,2016-09,Tuesday,False
2016-09-20,11176,44974,FU5,29DS1,2.0,18.69,2016-09,Tuesday,False
2016-09-20,5282,44975,LPF,ZZM1A,1.0,6.23,2016-09,Tuesday,False
2016-07-11,2611,34118,XG4,IQNBU,1.0,6.62,2016-07,Monday,False
2016-07-11,2611,34118,QCG,CTN07,1.0,14.05,2016-07,Monday,False
2016-07-11,2611,34118,TZB,WYFCJ,1.0,11.18,2016-07,Monday,False
2016-09-20,15771,44976,OBD,IL1H8,2.0,7.57,2016-09,Tuesday,False
2016-09-20,13160,44977,MU3,GHI2Q,1.0,4.38,2016-09,Tuesday,False
2016-09-20,16969,44978,2ML,7QUXS,1.0,3.13,2016-09,Tuesday,False
2016-09-20,16969,44978,2ML,3SZO0,1.0,9.4,2016-09,Tuesday,False
2016-09-20,15491,44979,N8U,X5TFY,1.0,4.43,2016-09,Tuesday,False
2016-09-20,15491,44979,MU3,GHI2Q,1.0,4.38,2016-09,Tuesday,False
2016-09-20,15739,44980,N8U,I36F2,1.0,5.12,2016-09,Tuesday,False
2016-09-20,12925,44981,U5F,WNBBE,1.0,1.9,2016-09,Tuesday,False
2016-09-20,12925,44981,8HU,2VWI7,1.0,20.64,2016-09,Tuesday,False
2016-09-20,17785,44982,VQD,XOII4,1.0,6.03,2016-09,Tuesday,False
2016-09-20,17785,44982,BEQ,F0PNJ,1.0,5.73,2016-09,Tuesday,False
2016-09-20,12249,44983,U5F,OGKA9,2.0,7.61,2016-09,Tuesday,False
2016-09-20,12699,44984,2ML,3483Q,1.0,0.02,2016-09,Tuesday,False
2016-09-20,12699,44984,2ML,6V2Q8,1.0,12.21,2016-09,Tuesday,False
2016-09-20,12681,44985,AEB,UMRZC,1.0,5.38,2016-09,Tuesday,False
2016-09-20,12681,44985,AEB,JPC1D,1.0,4.98,2016-09,Tuesday,False
2016-09-20,11898,44986,X52,7MXI2,1.0,14.33,2016-09,Tuesday,False
2016-09-20,12114,44987,PA3,CB53D,3.0,42.26,2016-09,Tuesday,False
2016-09-20,15637,44988,V9H,MB1MI,1.0,30.08,2016-09,Tuesday,False
2016-09-20,15637,44988,V9H,BA0U0,1.0,20.46,2016-09,Tuesday,False
2016-09-20,12924,44989,VQD,NDCX9,2.0,5.67,2016-09,Tuesday,False
2016-09-20,9833,44990,Z23,87I99,1.0,6.23,2016-09,Tuesday,False
2016-09-20,9833,44990,R6E,YIM6C,1.0,8.65,2016-09,Tuesday,False
2016-09-20,10983,44991,HTR,3F0QP,2.0,8.23,2016-09,Tuesday,False
2016-09-20,10983,44991,EKM,W14J3,1.0,2.64,2016-09,Tuesday,False
2016-09-20,10983,44991,Q4N,VXH0U,1.0,6.25,2016-09,Tuesday,False
2016-09-20,12369,44992,J4R,Z7NJ2,1.0,6.75,2016-09,Tuesday,False
2016-09-20,12369,44992,EMC,23Y9E,1.0,5.05,2016-09,Tuesday,False
2016-09-20,12369,44992,MOE,VCQMD,1.0,4.26,2016-09,Tuesday,False
2016-09-20,12369,44992,LPF,5H3T1,2.0,5.1,2016-09,Tuesday,False
2016-09-20,12369,44992,IEV,4FT32,1.0,1.9,2016-09,Tuesday,False
2016-09-20,12369,44992,ILF,OUC6J,3.0,41.69,2016-09,Tuesday,False
2016-09-20,16527,44993,1L6,ZT2G0,1.0,6.25,2016-09,Tuesday,False
2016-09-20,16527,44993,R6E,ZKKMF,1.0,8.73,2016-09,Tuesday,False
2016-09-20,12680,44994,TW8,OP9H1,1.0,2.13,2016-09,Tuesday,False
